ID,PastParent,FlagColumn
13640,2.0,PastParent
13640,2.0,PastParent
18998,3.0,PastParent
18998,3.0,PastParent
18998,3.0,PastParent
18998,3.0,PastParent
18998,3.0,PastParent
18998,3.0,PastParent
18998,3.0,PastParent
18998,3.0,PastParent
35525,2.0,PastParent
35525,2.0,PastParent
