ID,Recency,Frequency,Monetary,AvgAmount,LastAmount,LastGiftDate,FirstGiftDate,Gifts12,Amt12,GiftsPrev12,AmtPrev12
68638,3760,1,500.0,500.0,500.0,2015-04-27,2015-04-27,0.0,0.0,0.0,0.0
41375,3977,1,500.0,500.0,500.0,2014-09-22,2014-09-22,0.0,0.0,0.0,0.0
42346,4430,1,500.0,500.0,500.0,2013-06-26,2013-06-26,0.0,0.0,0.0,0.0
12652,4436,1,500.0,500.0,500.0,2013-06-20,2013-06-20,0.0,0.0,0.0,0.0
13226,4436,4,500.0,125.0,250.0,2013-06-20,2003-06-11,0.0,0.0,0.0,0.0
55395,4436,1,500.0,500.0,500.0,2013-06-20,2013-06-20,0.0,0.0,0.0,0.0
40378,4641,2,500.0,250.0,100.0,2012-11-27,2000-01-17,0.0,0.0,0.0,0.0
35660,4660,1,500.0,500.0,500.0,2012-11-08,2012-11-08,0.0,0.0,0.0,0.0
27810,4684,1,500.0,500.0,500.0,2012-10-15,2012-10-15,0.0,0.0,0.0,0.0
19936,4722,1,500.0,500.0,500.0,2012-09-07,2012-09-07,0.0,0.0,0.0,0.0
21478,4722,1,500.0,500.0,500.0,2012-09-07,2012-09-07,0.0,0.0,0.0,0.0
16977,4793,4,500.0,125.0,200.0,2012-06-28,2000-06-29,0.0,0.0,0.0,0.0
55225,4799,5,500.0,100.0,100.0,2012-06-22,2008-06-27,0.0,0.0,0.0,0.0
48079,5024,2,500.0,250.0,250.0,2011-11-10,2009-11-05,0.0,0.0,0.0,0.0
40625,5034,4,500.0,125.0,200.0,2011-10-31,2008-06-27,0.0,0.0,0.0,0.0
55442,5034,1,500.0,500.0,500.0,2011-10-31,2011-10-31,0.0,0.0,0.0,0.0
56823,5157,1,500.0,500.0,500.0,2011-06-30,2011-06-30,0.0,0.0,0.0,0.0
54827,5160,5,500.0,100.0,100.0,2011-06-27,2008-01-11,0.0,0.0,0.0,0.0
16478,5163,3,500.0,166.66666666666666,200.0,2011-06-24,2001-06-12,0.0,0.0,0.0,0.0
16776,5164,3,500.0,166.66666666666666,100.0,2011-06-23,2007-06-20,0.0,0.0,0.0,0.0
16910,5164,9,500.0,55.55555555555556,100.0,2011-06-23,2000-06-02,0.0,0.0,0.0,0.0
16199,5166,1,500.0,500.0,500.0,2011-06-21,2011-06-21,0.0,0.0,0.0,0.0
12249,5298,1,500.0,500.0,500.0,2011-02-09,2011-02-09,0.0,0.0,0.0,0.0
47868,5389,4,500.0,125.0,50.0,2010-11-10,2006-07-25,0.0,0.0,0.0,0.0
14973,5522,4,500.0,125.0,100.0,2010-06-30,2003-06-30,0.0,0.0,0.0,0.0
18900,5528,3,500.0,166.66666666666666,250.0,2010-06-24,2005-06-29,0.0,0.0,0.0,0.0
19552,5530,5,500.0,100.0,100.0,2010-06-22,2000-06-09,0.0,0.0,0.0,0.0
35821,5548,1,500.0,500.0,500.0,2010-06-04,2010-06-04,0.0,0.0,0.0,0.0
28126,5759,1,500.0,500.0,500.0,2009-11-05,2009-11-05,0.0,0.0,0.0,0.0
41117,5765,4,500.0,125.0,50.0,2009-10-30,2005-08-15,0.0,0.0,0.0,0.0
58912,5891,1,500.0,500.0,500.0,2009-06-26,2009-06-26,0.0,0.0,0.0,0.0
12342,5958,2,500.0,250.0,400.0,2009-04-20,2008-06-17,0.0,0.0,0.0,0.0
27139,6124,1,500.0,500.0,500.0,2008-11-05,2008-11-05,0.0,0.0,0.0,0.0
41485,6255,5,500.0,100.0,100.0,2008-06-27,2003-07-10,0.0,0.0,0.0,0.0
54749,6265,1,500.0,500.0,500.0,2008-06-17,2008-06-17,0.0,0.0,0.0,0.0
20155,6412,1,500.0,500.0,500.0,2008-01-22,2008-01-22,0.0,0.0,0.0,0.0
13095,6446,5,500.0,100.0,100.0,2007-12-19,2002-12-16,0.0,0.0,0.0,0.0
30620,6446,5,500.0,100.0,100.0,2007-12-19,2002-12-31,0.0,0.0,0.0,0.0
48840,6619,2,500.0,250.0,250.0,2007-06-29,2006-06-23,0.0,0.0,0.0,0.0
14755,6762,1,500.0,500.0,500.0,2007-02-06,2007-02-06,0.0,0.0,0.0,0.0
31992,6880,6,500.0,83.33333333333333,100.0,2006-10-11,2002-06-21,0.0,0.0,0.0,0.0
50746,6927,1,500.0,500.0,500.0,2006-08-25,2006-08-25,0.0,0.0,0.0,0.0
18556,6950,5,500.0,100.0,100.0,2006-08-02,2000-06-29,0.0,0.0,0.0,0.0
38441,6986,1,500.0,500.0,500.0,2006-06-27,2006-06-27,0.0,0.0,0.0,0.0
47545,7294,1,500.0,500.0,500.0,2005-08-23,2005-08-23,0.0,0.0,0.0,0.0
42263,7335,7,500.0,71.42857142857143,50.0,2005-07-13,2001-06-27,0.0,0.0,0.0,0.0
13116,7342,4,500.0,125.0,50.0,2005-07-06,2000-06-02,0.0,0.0,0.0,0.0
