ID,Recency,Frequency,Monetary,AvgAmount,LastAmount,LastGiftDate,FirstGiftDate,Gifts12,Amt12,GiftsPrev12,AmtPrev12
16354,778,4,9000.0,2250.0,1000.0,2023-06-26,2000-07-03,0.0,0.0,0.0,0.0
20066,1140,4,8900.0,2225.0,3000.0,2022-06-29,2018-06-13,0.0,0.0,0.0,0.0
13081,994,22,8850.0,402.27272727272725,500.0,2022-11-22,2000-01-31,0.0,0.0,0.0,0.0
16444,1245,5,8750.0,1750.0,4500.0,2022-03-16,2001-06-28,0.0,0.0,0.0,0.0
41630,1148,14,8688.0,620.5714285714286,500.0,2022-06-21,2009-06-24,0.0,0.0,0.0,0.0
23053,1434,31,8400.0,270.96774193548384,200.0,2021-09-08,2003-06-23,0.0,0.0,0.0,0.0
20843,3359,23,8170.0,355.2173913043478,1000.0,2016-06-01,2000-06-02,0.0,0.0,0.0,0.0
23722,377,11,8150.0,740.9090909090909,150.0,2024-07-31,2011-05-10,0.0,0.0,1.0,150.0
20561,7076,4,8100.0,2025.0,100.0,2006-03-29,2001-02-19,0.0,0.0,0.0,0.0
15178,413,25,8050.0,322.0,1000.0,2024-06-25,2000-06-22,0.0,0.0,1.0,1000.0
78936,1168,1,8000.0,8000.0,8000.0,2022-06-01,2022-06-01,0.0,0.0,0.0,0.0
12674,1880,7,8000.0,1142.857142857143,1000.0,2020-06-19,2014-06-25,0.0,0.0,0.0,0.0
44328,3330,9,8000.0,888.8888888888889,1000.0,2016-06-30,2004-06-28,0.0,0.0,0.0,0.0
21881,616,15,7950.0,530.0,500.0,2023-12-05,2002-06-20,0.0,0.0,1.0,500.0
12744,783,18,7950.0,441.6666666666667,250.0,2023-06-21,2000-10-23,0.0,0.0,0.0,0.0
21358,4470,13,7900.0,607.6923076923077,1000.0,2013-05-17,2000-01-17,0.0,0.0,0.0,0.0
15024,5157,25,7800.0,312.0,500.0,2011-06-30,2000-06-29,0.0,0.0,0.0,0.0
12019,2968,27,7650.0,283.3333333333333,500.0,2017-06-27,2000-03-03,0.0,0.0,0.0,0.0
21167,411,2,7500.0,3750.0,5000.0,2024-06-27,2021-06-17,0.0,0.0,1.0,5000.0
25577,1260,23,7500.0,326.0869565217391,600.0,2022-03-01,2007-06-20,0.0,0.0,0.0,0.0
53898,2603,6,7500.0,1250.0,1500.0,2018-06-27,2012-06-25,0.0,0.0,0.0,0.0
14696,4436,17,7450.0,438.2352941176471,500.0,2013-06-20,2000-06-29,0.0,0.0,0.0,0.0
40569,7907,11,7450.0,677.2727272727273,100.0,2003-12-19,2000-01-31,0.0,0.0,0.0,0.0
48538,4843,9,7400.0,822.2222222222222,1000.0,2012-05-09,2004-07-20,0.0,0.0,0.0,0.0
15366,1159,14,7350.0,525.0,1000.0,2022-06-10,2008-12-31,0.0,0.0,0.0,0.0
