ID,Recency,Frequency,Monetary,RFM_Segment
66909,1517,2,400.0,Regular
66818,2603,4,400.0,Regular
66802,3715,2,400.0,Regular
66727,3715,2,400.0,Regular
66654,3286,2,400.0,Regular
14554,8812,3,400.0,Regular
64144,3381,2,400.0,Regular
64131,3715,2,400.0,Regular
63950,4079,2,400.0,Regular
63869,3080,2,400.0,Regular
51563,2172,2,400.0,Regular
51070,1517,1,400.0,Regular
50903,4290,2,400.0,Regular
67612,2604,2,400.0,Regular
67399,1063,2,400.0,Regular
21210,7348,4,400.0,Regular
13460,8811,1,400.0,Regular
13454,7225,4,400.0,Regular
67174,2967,2,400.0,Regular
16290,6983,3,400.0,Regular
63830,4157,2,400.0,Regular
63827,2965,3,400.0,Regular
63707,4290,2,400.0,Regular
63614,3420,2,400.0,Regular
52770,1421,2,400.0,Regular
63202,2206,2,400.0,Regular
13342,5170,4,400.0,Regular
68091,2267,2,400.0,Regular
42633,8035,4,400.0,Regular
42413,4660,2,400.0,Regular
67688,2377,2,400.0,Regular
68611,3067,2,400.0,Regular
68385,2997,2,400.0,Regular
27200,6619,5,400.0,Regular
27141,7596,4,400.0,Regular
68125,2540,2,400.0,Regular
13414,9339,1,400.0,Regular
63089,2360,2,400.0,Regular
63004,4442,2,400.0,Regular
24260,4290,2,400.0,Regular
24146,4290,2,400.0,Regular
15091,4442,2,400.0,Regular
53613,2017,2,400.0,Regular
53506,4157,2,400.0,Regular
53317,1918,2,400.0,Regular
53224,3715,2,400.0,Regular
53179,4290,2,400.0,Regular
62142,2891,2,400.0,Regular
62138,4290,2,400.0,Regular
13237,8454,4,400.0,Regular
72632,1489,2,400.0,Regular
13197,9339,1,400.0,Regular
68806,1168,2,400.0,Regular
68791,2728,2,400.0,Regular
68763,2937,2,400.0,Regular
78497,1054,2,400.0,Regular
78336,1188,2,400.0,Regular
42399,6124,2,400.0,Regular
42272,8092,3,400.0,Regular
68946,1517,2,400.0,Regular
13281,1510,3,400.0,Loyal
56709,4426,2,400.0,Regular
41691,4426,2,400.0,Regular
56634,4535,2,400.0,Regular
62109,4290,2,400.0,Regular
61563,3623,2,400.0,Regular
61530,4426,2,400.0,Regular
12124,8762,4,400.0,Regular
23782,3100,2,400.0,Regular
61477,4157,2,400.0,Regular
15197,8111,2,400.0,Regular
61259,4442,2,400.0,Regular
70657,2170,2,400.0,Regular
70554,2539,2,400.0,Regular
69194,2273,2,400.0,Regular
12287,7585,4,400.0,Regular
69152,2714,2,400.0,Regular
27610,4290,2,400.0,Regular
17508,8093,4,400.0,Regular
12275,1134,2,400.0,Regular
60698,3969,2,400.0,Regular
60584,2540,2,400.0,Regular
77421,786,2,400.0,Regular
12399,8733,1,400.0,Regular
60236,4065,3,400.0,Regular
60224,4157,2,400.0,Regular
60163,4079,2,400.0,Regular
12391,9276,1,400.0,Regular
71306,2363,2,400.0,Regular
71279,1632,2,400.0,Regular
71232,1536,2,400.0,Regular
40898,6971,4,400.0,Regular
40638,7949,4,400.0,Regular
71168,2646,2,400.0,Regular
71154,2287,2,400.0,Regular
20030,3766,2,400.0,Regular
71966,1874,2,400.0,Regular
71956,2569,2,400.0,Regular
12877,9045,2,400.0,Regular
54661,5024,1,400.0,Regular
65655,4079,2,400.0,Regular
54399,2002,2,400.0,Regular
38506,6801,4,400.0,Regular
65447,1909,2,400.0,Regular
65405,917,2,400.0,Regular
77187,1160,2,400.0,Regular
17654,1517,4,400.0,Loyal
65273,3013,2,400.0,Regular
22649,4290,2,400.0,Regular
22581,1874,2,400.0,Regular
47978,4442,2,400.0,Regular
44426,5873,4,400.0,Regular
23548,4290,2,400.0,Regular
59971,4290,2,400.0,Regular
59484,4577,4,400.0,Regular
59249,4290,2,400.0,Regular
44377,6619,2,400.0,Regular
72531,2273,2,400.0,Regular
72394,1902,2,400.0,Regular
44362,4535,3,400.0,Regular
72270,1652,2,400.0,Regular
72195,1442,2,400.0,Regular
72167,2176,2,400.0,Regular
72087,2198,2,400.0,Regular
72047,1453,2,400.0,Regular
40267,2605,4,400.0,Regular
40266,2977,4,400.0,Regular
59230,3969,2,400.0,Regular
15414,7585,4,400.0,Regular
55057,2603,2,400.0,Regular
58603,3911,2,400.0,Regular
21733,2996,2,400.0,Regular
21684,1517,2,400.0,Regular
19937,8061,4,400.0,Regular
19661,2605,2,400.0,Regular
28199,1888,2,400.0,Regular
73872,2253,2,400.0,Regular
73778,2288,2,400.0,Regular
36127,8674,4,400.0,Regular
58308,3347,2,400.0,Regular
58302,4290,2,400.0,Regular
58275,3612,2,400.0,Regular
57947,4079,2,400.0,Regular
56344,1635,2,400.0,Regular
15809,8086,4,400.0,Regular
19582,7680,7,400.0,Regular
57462,3407,2,400.0,Regular
75076,794,2,400.0,Regular
75065,1840,2,400.0,Regular
74879,1442,2,400.0,Regular
74758,1656,2,400.0,Regular
74616,1517,2,400.0,Regular
48278,4290,2,400.0,Regular
77358,739,2,400.0,Regular
15660,8027,1,400.0,Regular
74254,2174,2,400.0,Regular
75765,1078,2,400.0,Regular
75170,1926,2,400.0,Regular
16483,2989,3,400.0,Regular
76655,797,2,400.0,Regular
20245,4436,3,400.0,Regular
30875,1517,1,400.0,Regular
30494,8821,1,400.0,Regular
44151,4079,2,400.0,Regular
33428,3248,2,400.0,Regular
76073,1239,2,400.0,Regular
57404,2654,2,400.0,Regular
18877,1170,2,400.0,Regular
57272,4061,4,400.0,Regular
65366,3969,2,400.0,Regular
18467,2603,6,395.0,Regular
20730,2254,9,395.0,Loyal
17934,4430,9,390.0,Regular
25114,2280,15,385.0,Loyal
43471,3940,2,380.0,Regular
79141,797,2,375.0,Regular
66414,1098,2,375.0,Regular
68175,2276,1,375.0,Regular
58421,1170,2,375.0,Regular
18578,7356,7,375.0,Regular
13416,8694,2,375.0,Regular
15830,4025,3,375.0,Regular
53707,2273,2,375.0,Regular
17517,1098,2,375.0,Regular
79405,994,3,371.0,Loyal
20526,4066,7,370.0,Regular
21957,8811,3,360.0,Regular
74000,1002,4,360.0,Loyal
12305,7195,2,350.0,Regular
47620,4290,2,350.0,Regular
35549,7932,3,350.0,Regular
21889,4442,3,350.0,Regular
13819,6983,2,350.0,Regular
63545,1517,2,350.0,Regular
41811,5754,5,350.0,Regular
47652,5892,6,350.0,Regular
22428,7334,7,350.0,Regular
17830,5863,7,350.0,Regular
17716,7718,5,350.0,Regular
35629,6462,2,350.0,Regular
35711,8694,1,350.0,Regular
12515,8026,3,350.0,Regular
42302,4775,1,350.0,Regular
67120,746,2,350.0,Regular
18864,1517,5,350.0,Loyal
19984,6206,4,350.0,Regular
18675,995,2,350.0,Regular
21607,6958,2,350.0,Regular
27980,1517,1,350.0,Regular
12821,8736,1,350.0,Regular
20102,6619,3,350.0,Regular
71380,798,2,350.0,Regular
40647,8674,3,350.0,Regular
40869,6830,3,350.0,Regular
15593,5873,7,350.0,Regular
40985,7266,4,350.0,Regular
26445,6983,3,350.0,Regular
27342,782,4,350.0,Loyal
27603,6880,2,350.0,Regular
54792,778,2,350.0,Regular
62104,1154,2,350.0,Regular
12254,9066,2,350.0,Regular
67260,798,2,350.0,Regular
60154,799,2,350.0,Regular
17533,6991,2,350.0,Regular
51650,6619,2,350.0,Regular
70652,774,2,350.0,Regular
42134,8453,2,350.0,Regular
23008,3344,6,350.0,Regular
22990,8083,3,350.0,Regular
22973,7273,3,350.0,Regular
18770,2931,13,345.0,Regular
47650,5765,6,345.0,Regular
20745,4792,10,340.0,Regular
67210,1512,3,330.0,Loyal
48676,3697,2,330.0,Regular
18883,2960,6,330.0,Regular
36670,7797,3,325.0,Regular
17724,3346,4,325.0,Regular
19710,8387,4,325.0,Regular
16218,5892,4,325.0,Regular
56520,896,3,320.0,Loyal
20370,2462,3,310.0,Regular
16241,7348,7,310.0,Regular
21496,1874,7,308.0,Loyal
21762,7356,3,300.0,Regular
43721,6983,3,300.0,Regular
31497,8336,6,300.0,Regular
41170,1517,2,300.0,Regular
13033,7585,4,300.0,Regular
70594,994,2,300.0,Regular
17433,8446,3,300.0,Regular
18154,6258,3,300.0,Regular
48386,4866,3,300.0,Regular
20143,5906,3,300.0,Regular
22433,7348,3,300.0,Regular
18122,8446,3,300.0,Regular
22414,5524,11,300.0,Regular
60963,4432,2,300.0,Regular
48533,6027,2,300.0,Regular
27620,5765,3,300.0,Regular
40989,8454,3,300.0,Regular
18754,4792,17,300.0,Regular
26016,8653,3,300.0,Regular
20105,3319,2,300.0,Regular
18874,4792,8,300.0,Regular
18736,7348,3,300.0,Regular
36933,7349,3,300.0,Regular
12731,1517,3,300.0,Loyal
20700,4775,3,300.0,Regular
19787,6068,2,300.0,Regular
37176,8418,3,300.0,Regular
15826,7348,4,300.0,Regular
65796,2947,2,300.0,Regular
37164,8093,3,300.0,Regular
37101,1825,2,300.0,Regular
28103,8666,2,300.0,Regular
15179,3343,9,300.0,Regular
28064,5318,2,300.0,Regular
73779,784,2,300.0,Regular
53573,5522,3,300.0,Regular
20426,1517,2,300.0,Regular
53543,5034,3,300.0,Regular
12535,1517,2,300.0,Regular
17904,8383,3,300.0,Regular
75623,775,2,300.0,Regular
14571,6619,2,300.0,Regular
25809,9062,3,300.0,Regular
75613,1517,1,300.0,Regular
25804,8446,3,300.0,Regular
14923,8810,2,300.0,Regular
15485,8247,6,300.0,Regular
35563,7348,3,300.0,Regular
58162,4767,3,300.0,Regular
35561,8079,6,300.0,Regular
33845,4985,6,300.0,Regular
33131,7939,3,300.0,Regular
79664,776,1,300.0,Regular
77433,1107,2,300.0,Regular
12363,8446,3,300.0,Regular
51553,5460,2,300.0,Regular
12352,8446,3,300.0,Regular
59205,1869,2,300.0,Regular
62576,1517,1,300.0,Regular
58546,1510,2,300.0,Regular
13973,8092,3,300.0,Regular
55033,5034,1,300.0,Regular
15868,2938,2,300.0,Regular
23687,6628,4,300.0,Regular
53047,5157,3,300.0,Regular
51950,6619,2,300.0,Regular
54588,4641,2,300.0,Regular
14278,4290,2,300.0,Regular
51644,5103,5,300.0,Regular
16887,7356,4,300.0,Regular
16479,6257,3,300.0,Regular
15241,8447,3,300.0,Regular
60211,3969,2,300.0,Regular
53940,2724,2,300.0,Regular
43645,2283,1,300.0,Regular
26586,7349,3,300.0,Regular
26553,7356,3,300.0,Regular
17781,5892,3,300.0,Regular
43393,5086,3,300.0,Regular
43128,7329,4,300.0,Regular
67396,994,1,300.0,Regular
21407,4535,2,300.0,Regular
19726,8446,3,300.0,Regular
17308,6147,1,300.0,Regular
17301,5157,6,300.0,Regular
17300,4795,11,300.0,Regular
42281,4655,3,300.0,Regular
41617,8301,2,300.0,Regular
68701,1510,2,300.0,Regular
17246,4520,2,300.0,Regular
17219,3702,2,300.0,Regular
28164,7567,2,295.44,Regular
17130,6651,8,290.0,Regular
15190,6629,8,285.0,Regular
13604,3319,2,280.0,Regular
18532,6571,5,280.0,Regular
17841,8275,5,275.0,Regular
72082,995,2,275.0,Regular
30374,994,2,275.0,Regular
53792,798,2,275.0,Regular
36701,5754,3,275.0,Regular
69015,1154,2,275.0,Regular
16965,4795,9,275.0,Regular
23486,2237,11,269.0,Loyal
25901,8205,2,261.8,Regular
13606,6630,2,260.0,Regular
65182,1517,2,260.0,Regular
12195,7113,2,250.0,At Risk / Lapsed
61348,1517,1,250.0,Regular
14695,6091,2,250.0,At Risk / Lapsed
25459,1517,1,250.0,Regular
19635,1533,1,250.0,Regular
22419,4554,3,250.0,Regular
43885,4065,1,250.0,Regular
66104,3346,1,250.0,Regular
18889,2966,4,250.0,Regular
52392,6986,1,250.0,At Risk / Lapsed
25982,6629,1,250.0,At Risk / Lapsed
23898,4722,1,250.0,At Risk / Lapsed
15618,6234,3,250.0,Regular
25961,6592,2,250.0,At Risk / Lapsed
22002,1517,1,250.0,Regular
15207,7349,6,250.0,Regular
15162,1824,1,250.0,Regular
15617,4065,2,250.0,Regular
53418,6958,1,250.0,At Risk / Lapsed
25827,8637,3,250.0,Regular
57827,4795,3,250.0,Regular
53157,4660,1,250.0,At Risk / Lapsed
16618,784,1,250.0,Regular
65687,3354,2,250.0,Regular
15083,1219,3,250.0,Loyal
48029,7286,1,250.0,At Risk / Lapsed
14166,1517,3,250.0,Loyal
20757,4795,5,250.0,Regular
51647,5765,1,250.0,At Risk / Lapsed
41818,6880,1,250.0,At Risk / Lapsed
41225,6115,5,250.0,Regular
44272,6983,1,250.0,At Risk / Lapsed
17549,2941,1,250.0,Regular
13078,7957,3,250.0,Regular
22600,6983,1,250.0,At Risk / Lapsed
13632,8446,1,250.0,At Risk / Lapsed
41233,7974,3,250.0,Regular
22790,1517,1,250.0,Regular
50051,5759,2,250.0,At Risk / Lapsed
21464,4733,1,250.0,At Risk / Lapsed
43385,7585,2,250.0,At Risk / Lapsed
21521,4733,2,250.0,At Risk / Lapsed
19248,8404,1,250.0,At Risk / Lapsed
22212,7273,10,250.0,Regular
40949,6950,1,250.0,At Risk / Lapsed
65015,2980,2,250.0,Regular
40672,8765,1,250.0,At Risk / Lapsed
40666,774,1,250.0,Regular
22234,8435,1,250.0,At Risk / Lapsed
27953,7319,4,250.0,Regular
27805,1517,2,250.0,Regular
14598,6983,3,250.0,Regular
71298,1517,1,250.0,Regular
42569,6081,1,250.0,At Risk / Lapsed
65019,783,1,250.0,Regular
71849,789,1,250.0,Regular
12969,7963,2,250.0,At Risk / Lapsed
27982,3361,1,250.0,Regular
24245,8447,1,250.0,At Risk / Lapsed
40460,7993,1,250.0,At Risk / Lapsed
12745,775,1,250.0,Regular
43358,4403,1,250.0,Regular
24328,1517,1,250.0,Regular
17171,6619,1,250.0,At Risk / Lapsed
19825,7349,4,250.0,Regular
43225,8807,1,250.0,At Risk / Lapsed
37926,4393,1,250.0,Regular
54175,4760,2,250.0,At Risk / Lapsed
17186,2974,3,250.0,Regular
60268,999,3,250.0,Loyal
43167,6830,1,250.0,At Risk / Lapsed
17315,8057,1,250.0,At Risk / Lapsed
24455,6801,3,250.0,Regular
18839,8092,1,250.0,At Risk / Lapsed
60742,1512,2,250.0,Regular
41647,5370,1,250.0,At Risk / Lapsed
53701,5024,2,250.0,At Risk / Lapsed
16366,6571,5,250.0,Regular
17768,7294,1,250.0,At Risk / Lapsed
36388,5765,3,250.0,Regular
36121,6115,1,250.0,At Risk / Lapsed
15883,7294,1,250.0,At Risk / Lapsed
62252,1517,1,250.0,Regular
55294,4024,2,250.0,Regular
35569,8330,2,250.0,At Risk / Lapsed
43823,4442,2,250.0,Regular
62468,4061,1,250.0,Regular
75926,995,1,250.0,Regular
75661,1517,1,250.0,Regular
41568,3696,1,250.0,Regular
13220,9178,1,250.0,At Risk / Lapsed
16258,6264,1,250.0,At Risk / Lapsed
35916,5738,2,250.0,At Risk / Lapsed
13173,9175,1,250.0,At Risk / Lapsed
68818,1517,1,250.0,Regular
58922,4442,2,250.0,Regular
18067,7349,2,250.0,At Risk / Lapsed
18013,6620,2,250.0,At Risk / Lapsed
42928,6990,3,250.0,Regular
53893,1517,1,250.0,Regular
62863,1517,1,250.0,Regular
79630,793,1,250.0,Regular
76269,1517,1,250.0,Regular
76902,1517,1,250.0,Regular
12169,4436,1,250.0,Regular
78507,771,2,250.0,Regular
22823,6256,5,250.0,Regular
12247,7386,2,250.0,At Risk / Lapsed
13260,3364,1,250.0,Regular
60110,2976,2,250.0,Regular
21025,6830,1,250.0,At Risk / Lapsed
70674,2696,4,240.0,Regular
19066,6385,2,230.0,At Risk / Lapsed
13169,1154,3,230.0,Loyal
42467,7349,5,230.0,Regular
27883,1517,4,230.0,Loyal
40730,2724,2,210.0,Regular
40934,6490,4,210.0,Regular
20514,6983,7,210.0,Regular
61728,1517,3,210.0,Loyal
16673,6592,9,210.0,Regular
15482,2283,5,205.0,Loyal
67424,2353,2,201.0,Regular
44365,6272,2,200.14,At Risk / Lapsed
50704,1517,1,200.0,Regular
50608,4866,1,200.0,At Risk / Lapsed
50542,6958,2,200.0,At Risk / Lapsed
14767,6958,2,200.0,At Risk / Lapsed
63842,3100,1,200.0,Regular
63697,4290,1,200.0,Regular
63607,3715,1,200.0,Regular
63409,1517,1,200.0,Regular
63398,784,3,200.0,Loyal
52600,5578,2,200.0,At Risk / Lapsed
52520,4535,1,200.0,At Risk / Lapsed
52395,3109,1,200.0,Regular
52153,4442,1,200.0,Regular
22047,8982,1,200.0,At Risk / Lapsed
22000,1464,1,200.0,Regular
21981,2317,1,200.0,Regular
14539,8446,2,200.0,At Risk / Lapsed
64126,3434,1,200.0,Regular
63945,2255,1,200.0,Regular
14851,8818,2,200.0,At Risk / Lapsed
14794,8667,2,200.0,At Risk / Lapsed
14770,5390,2,200.0,At Risk / Lapsed
51568,4535,1,200.0,At Risk / Lapsed
51248,4535,1,200.0,At Risk / Lapsed
16269,5157,2,200.0,At Risk / Lapsed
25128,7379,1,200.0,At Risk / Lapsed
25035,7356,2,200.0,At Risk / Lapsed
24996,6619,2,200.0,At Risk / Lapsed
18658,6620,5,200.0,Regular
14684,5765,2,200.0,At Risk / Lapsed
22106,4535,1,200.0,At Risk / Lapsed
22074,2734,1,200.0,Regular
16210,5754,1,200.0,At Risk / Lapsed
49775,3697,1,200.0,Regular
48675,4290,1,200.0,Regular
64547,4157,1,200.0,Regular
14484,9066,1,200.0,At Risk / Lapsed
14457,8674,2,200.0,At Risk / Lapsed
14403,8057,1,200.0,At Risk / Lapsed
64483,4442,1,200.0,Regular
64469,4157,1,200.0,Regular
64342,4157,1,200.0,Regular
64289,4535,1,200.0,At Risk / Lapsed
25535,3088,1,200.0,Regular
25437,2716,1,200.0,Regular
25424,7195,1,200.0,At Risk / Lapsed
25167,4684,2,200.0,At Risk / Lapsed
48486,2967,2,200.0,Regular
48469,2532,1,200.0,Regular
64991,3420,1,200.0,Regular
64973,3766,1,200.0,Regular
64955,4079,1,200.0,Regular
64852,3715,1,200.0,Regular
64800,3451,1,200.0,Regular
64751,4157,1,200.0,Regular
64552,1517,1,200.0,Regular
64550,4079,1,200.0,Regular
16571,2965,2,200.0,Regular
14087,9052,2,200.0,At Risk / Lapsed
65070,4079,1,200.0,Regular
65055,1899,1,200.0,Regular
16359,7349,1,200.0,At Risk / Lapsed
25658,7939,3,200.0,Regular
25552,8035,4,200.0,Regular
47500,4535,1,200.0,At Risk / Lapsed
44246,6122,2,200.0,At Risk / Lapsed
21919,8092,3,200.0,Regular
21749,3455,1,200.0,Regular
21739,6258,1,200.0,At Risk / Lapsed
14184,8205,2,200.0,At Risk / Lapsed
48359,2745,1,200.0,Regular
48310,4079,1,200.0,Regular
48269,4442,1,200.0,Regular
16675,6628,1,200.0,At Risk / Lapsed
65662,2490,1,200.0,Regular
65512,3533,1,200.0,Regular
65434,3715,1,200.0,Regular
14307,6474,2,200.0,At Risk / Lapsed
14223,7957,1,200.0,At Risk / Lapsed
43678,4535,1,200.0,At Risk / Lapsed
13695,9059,2,200.0,At Risk / Lapsed
65996,4079,1,200.0,Regular
65993,3623,1,200.0,Regular
65750,3318,1,200.0,Regular
16763,3623,1,200.0,Regular
16894,977,1,200.0,Regular
44064,3088,1,200.0,Regular
43957,1517,1,200.0,Regular
66379,3102,1,200.0,Regular
66318,1512,4,200.0,Loyal
13955,7840,2,200.0,At Risk / Lapsed
13927,8301,2,200.0,At Risk / Lapsed
19540,2380,1,200.0,Regular
21643,7922,1,200.0,At Risk / Lapsed
17019,8827,2,200.0,At Risk / Lapsed
17012,8092,2,200.0,At Risk / Lapsed
16980,4290,1,200.0,Regular
16974,7348,3,200.0,Regular
79000,896,1,200.0,Regular
79930,783,1,200.0,Regular
56611,4442,1,200.0,Regular
26798,6126,1,200.0,At Risk / Lapsed
26705,1527,1,200.0,Regular
26627,4157,1,200.0,Regular
78427,1517,1,200.0,Regular
78420,833,1,200.0,Regular
77917,865,1,200.0,Regular
26419,8747,1,200.0,At Risk / Lapsed
66510,3107,1,200.0,Regular
66486,3623,1,200.0,Regular
66479,3969,1,200.0,Regular
66465,3766,1,200.0,Regular
66455,3623,1,200.0,Regular
77434,1517,1,200.0,Regular
66380,2903,1,200.0,Regular
67173,3634,1,200.0,Regular
67132,1657,1,200.0,Regular
76716,1635,1,200.0,Regular
66844,3623,1,200.0,Regular
66840,3451,1,200.0,Regular
66804,3766,1,200.0,Regular
66607,2352,1,200.0,Regular
66598,3969,1,200.0,Regular
43518,5887,1,200.0,At Risk / Lapsed
76586,1517,1,200.0,Regular
43434,4429,1,200.0,Regular
20277,4824,3,200.0,Regular
20274,1517,1,200.0,Regular
80240,788,1,200.0,Regular
43248,7578,2,200.0,At Risk / Lapsed
80224,876,1,200.0,Regular
17020,8091,1,200.0,At Risk / Lapsed
80111,793,1,200.0,Regular
43175,1517,1,200.0,Regular
80077,797,1,200.0,Regular
57624,4442,1,200.0,Regular
43089,7713,1,200.0,At Risk / Lapsed
43078,5130,1,200.0,At Risk / Lapsed
43067,999,2,200.0,Regular
57543,4290,1,200.0,Regular
42818,3969,1,200.0,Regular
42815,3766,1,200.0,Regular
57367,1517,1,200.0,Regular
67357,3766,1,200.0,Regular
57287,4535,1,200.0,At Risk / Lapsed
67221,3067,1,200.0,Regular
23225,7379,1,200.0,At Risk / Lapsed
23145,1993,1,200.0,Regular
13656,7963,2,200.0,At Risk / Lapsed
23091,1982,1,200.0,Regular
57187,4535,1,200.0,At Risk / Lapsed
57171,2360,1,200.0,Regular
21439,4669,1,200.0,At Risk / Lapsed
57101,4157,1,200.0,Regular
21320,6417,2,200.0,At Risk / Lapsed
21100,8091,4,200.0,Regular
19757,8736,2,200.0,At Risk / Lapsed
19746,1517,1,200.0,Regular
19739,1517,1,200.0,Regular
57072,4535,1,200.0,At Risk / Lapsed
56614,4535,1,200.0,At Risk / Lapsed
13571,7565,2,200.0,At Risk / Lapsed
17058,1510,1,200.0,Regular
42798,5348,1,200.0,At Risk / Lapsed
42628,1509,2,200.0,Regular
42598,4535,1,200.0,At Risk / Lapsed
42573,4442,1,200.0,Regular
15735,7336,1,200.0,At Risk / Lapsed
42561,9135,1,200.0,At Risk / Lapsed
42491,4442,1,200.0,Regular
15716,3766,1,200.0,Regular
68004,3275,1,200.0,Regular
67900,2927,1,200.0,Regular
67800,1517,1,200.0,Regular
67799,2360,1,200.0,Regular
67791,3098,1,200.0,Regular
67615,3001,1,200.0,Regular
67506,2722,1,200.0,Regular
67426,3623,1,200.0,Regular
56180,5390,1,200.0,At Risk / Lapsed
56079,5034,2,200.0,At Risk / Lapsed
56028,1517,2,200.0,Regular
27168,9164,2,200.0,At Risk / Lapsed
27087,1288,1,200.0,Regular
27047,4064,12,200.0,Regular
27031,3445,1,200.0,Regular
18308,5958,2,200.0,At Risk / Lapsed
68268,3452,1,200.0,Regular
55738,1138,1,200.0,Regular
68119,2539,1,200.0,Regular
55691,1090,1,200.0,Regular
13403,2561,2,200.0,Regular
13387,4417,1,200.0,Regular
68020,2920,1,200.0,Regular
68016,1517,1,200.0,Regular
57856,2226,1,200.0,Regular
42322,7348,1,200.0,At Risk / Lapsed
15612,3400,1,200.0,Regular
15558,4442,1,200.0,Regular
68685,3445,1,200.0,Regular
68617,2724,1,200.0,Regular
68597,2342,1,200.0,Regular
68589,1902,1,200.0,Regular
68580,1622,1,200.0,Regular
68545,2995,1,200.0,Regular
68520,3388,1,200.0,Regular
68349,1264,1,200.0,Regular
68334,2372,1,200.0,Regular
68325,3420,1,200.0,Regular
68322,2379,1,200.0,Regular
15542,7840,2,200.0,At Risk / Lapsed
57718,5086,2,200.0,At Risk / Lapsed
58516,1517,1,200.0,Regular
58386,1517,1,200.0,Regular
58364,4079,1,200.0,Regular
58261,3969,1,200.0,Regular
58235,4520,1,200.0,At Risk / Lapsed
68845,3088,1,200.0,Regular
68822,994,1,200.0,Regular
58181,4535,1,200.0,At Risk / Lapsed
68771,2996,1,200.0,Regular
68738,2330,1,200.0,Regular
15531,3346,1,200.0,Regular
18302,3697,1,200.0,Regular
58120,4064,1,200.0,Regular
57899,994,1,200.0,Regular
17203,7693,4,200.0,Regular
69000,1898,1,200.0,Regular
68986,3109,1,200.0,Regular
68874,2965,2,200.0,Regular
68862,3107,1,200.0,Regular
57868,1288,1,200.0,Regular
56276,3420,1,200.0,Regular
21062,6417,2,200.0,At Risk / Lapsed
23032,1517,1,200.0,Regular
20993,3969,1,200.0,Regular
20930,5138,2,200.0,At Risk / Lapsed
20865,6532,1,200.0,At Risk / Lapsed
20852,9010,1,200.0,At Risk / Lapsed
23026,3361,1,200.0,Regular
22929,7578,1,200.0,At Risk / Lapsed
22847,8807,1,200.0,At Risk / Lapsed
22836,8653,2,200.0,At Risk / Lapsed
59103,3015,1,200.0,Regular
41208,7349,2,200.0,At Risk / Lapsed
58885,4442,1,200.0,Regular
41097,7294,1,200.0,At Risk / Lapsed
41040,8821,2,200.0,At Risk / Lapsed
58762,784,1,200.0,Regular
69147,3004,1,200.0,Regular
69139,2541,1,200.0,Regular
69108,809,1,200.0,Regular
69081,3022,1,200.0,Regular
69043,2723,1,200.0,Regular
69030,1194,1,200.0,Regular
58547,1517,1,200.0,Regular
69007,2888,1,200.0,Regular
69006,3093,1,200.0,Regular
69004,3311,1,200.0,Regular
13091,8092,2,200.0,At Risk / Lapsed
59252,3102,1,200.0,Regular
55674,2352,1,200.0,Regular
55585,4535,1,200.0,At Risk / Lapsed
70658,1517,1,200.0,Regular
55386,4426,2,200.0,Regular
55105,1517,1,200.0,Regular
70507,866,1,200.0,Regular
70496,2644,1,200.0,Regular
69257,1006,2,200.0,Regular
69165,2748,1,200.0,Regular
17437,4157,1,200.0,Regular
55083,3452,1,200.0,Regular
17322,8288,5,200.0,Regular
41343,4442,1,200.0,Regular
15871,4535,1,200.0,At Risk / Lapsed
70768,2545,1,200.0,Regular
23080,3360,1,200.0,Regular
23058,904,1,200.0,Regular
23657,2629,1,200.0,Regular
18131,6257,2,200.0,At Risk / Lapsed
23652,3766,1,200.0,Regular
23644,5807,1,200.0,At Risk / Lapsed
23477,8247,3,200.0,Regular
15865,4985,1,200.0,At Risk / Lapsed
54939,4442,1,200.0,Regular
54793,1517,1,200.0,Regular
70711,2374,1,200.0,Regular
70708,994,1,200.0,Regular
59957,795,1,200.0,Regular
13128,4792,1,200.0,At Risk / Lapsed
13109,6990,3,200.0,Regular
59746,4290,1,200.0,Regular
59667,2540,1,200.0,Regular
59480,4157,1,200.0,Regular
59455,4442,1,200.0,Regular
59384,3367,1,200.0,Regular
59294,2937,1,200.0,Regular
40665,8044,2,200.0,At Risk / Lapsed
16207,1517,2,200.0,Regular
71048,775,1,200.0,Regular
71030,1517,1,200.0,Regular
70964,2374,1,200.0,Regular
70940,2877,1,200.0,Regular
70925,2370,1,200.0,Regular
70922,2566,1,200.0,Regular
70899,904,1,200.0,Regular
70822,2920,1,200.0,Regular
54679,4157,1,200.0,Regular
27929,4535,1,200.0,At Risk / Lapsed
27903,8330,2,200.0,At Risk / Lapsed
54653,3452,1,200.0,Regular
27872,4157,1,200.0,Regular
27833,4064,12,200.0,Regular
54574,4432,1,200.0,Regular
27714,9024,1,200.0,At Risk / Lapsed
12819,8083,1,200.0,At Risk / Lapsed
71608,2716,1,200.0,Regular
54435,4535,1,200.0,At Risk / Lapsed
71327,2749,1,200.0,Regular
71317,1517,1,200.0,Regular
71315,2654,1,200.0,Regular
22614,1043,1,200.0,Regular
71245,2899,1,200.0,Regular
19034,7348,2,200.0,At Risk / Lapsed
60111,3343,2,200.0,Regular
20099,2611,2,200.0,Regular
20011,8012,2,200.0,At Risk / Lapsed
71997,2295,1,200.0,Regular
71899,2722,1,200.0,Regular
60108,3459,1,200.0,Regular
71670,1517,1,200.0,Regular
71640,2724,1,200.0,Regular
12980,8667,1,200.0,At Risk / Lapsed
60743,1139,1,200.0,Regular
12846,8191,2,200.0,At Risk / Lapsed
