ID,Recency,Frequency,Monetary,RFM_Segment
71779,901,6,1200.0,Champion
57409,3296,4,1200.0,Regular
15653,2990,11,1200.0,Regular
68186,3086,2,1180.0,Regular
17715,4732,13,1170.0,Regular
13581,5236,6,1150.0,Regular
12688,5167,4,1150.0,Regular
17987,4065,7,1150.0,Regular
41074,2166,7,1150.0,Champion
35900,6174,4,1150.0,Regular
14344,7585,8,1150.0,Regular
17534,2601,3,1150.0,Regular
22395,774,5,1150.0,Champion
22161,1517,8,1150.0,Champion
14936,5754,6,1150.0,Regular
16996,5158,9,1150.0,Regular
61841,773,6,1150.0,Champion
49620,4660,11,1150.0,Regular
15698,3714,6,1150.0,Regular
75942,986,19,1140.0,Champion
22311,1170,7,1140.0,Champion
13402,1517,11,1125.0,Champion
30279,3715,6,1120.0,Regular
74212,1510,5,1110.0,Champion
40586,7349,5,1100.0,Regular
13537,9066,2,1100.0,Regular
13582,9164,2,1100.0,Regular
57898,782,2,1100.0,High Potential
16003,6243,7,1100.0,Regular
68176,1875,4,1100.0,Champion
17472,4908,4,1100.0,Regular
57711,4068,3,1100.0,Regular
34966,2603,2,1100.0,Regular
14314,7713,2,1100.0,Regular
59772,2722,7,1100.0,Regular
19404,4403,2,1100.0,Regular
15116,2981,8,1090.0,Regular
76291,1000,18,1080.0,Champion
15877,5229,13,1060.0,Regular
43548,7553,1,1060.0,Regular
16406,5529,8,1060.0,Regular
16398,6027,9,1050.0,Regular
52243,2246,8,1050.0,Champion
30924,1140,2,1050.0,High Potential
14903,8446,7,1050.0,Regular
19463,2304,10,1050.0,Champion
21557,6830,3,1050.0,Regular
64665,2965,5,1050.0,Regular
12917,7356,4,1050.0,Regular
22573,797,3,1050.0,Loyal
14781,1511,12,1050.0,Champion
23325,2967,10,1050.0,Regular
21300,5157,9,1050.0,Regular
20945,4655,3,1050.0,Regular
16929,2591,15,1050.0,Regular
16028,6830,4,1050.0,Regular
16092,5919,12,1050.0,Regular
50240,2286,5,1050.0,Champion
62909,1517,2,1040.0,High Potential
15790,4066,10,1035.0,Regular
17669,8455,2,1025.0,Regular
18077,797,7,1025.0,Champion
52775,3969,5,1024.9,Regular
59380,1517,6,1020.0,Champion
43986,7641,3,1020.0,Regular
27593,9170,1,1000.0,Regular
17495,8637,4,1000.0,Regular
40698,7939,11,1000.0,Regular
27966,6490,6,1000.0,Regular
36683,1530,11,1000.0,Champion
72586,1805,5,1000.0,Champion
74085,1517,1,1000.0,High Potential
74105,994,3,1000.0,Loyal
17819,3330,5,1000.0,Regular
43419,5138,4,1000.0,Regular
70667,2633,5,1000.0,Regular
43649,1517,1,1000.0,High Potential
13243,6122,5,1000.0,Regular
68300,2647,3,1000.0,Regular
68501,913,5,1000.0,Champion
20943,8288,3,1000.0,Regular
47579,3623,6,1000.0,Regular
18437,6283,1,1000.0,Regular
16862,4792,6,1000.0,Regular
13250,1517,1,1000.0,High Potential
43347,1517,1,1000.0,High Potential
17037,5158,11,1000.0,Regular
43076,3969,5,1000.0,Regular
17573,2612,12,1000.0,Regular
42627,4157,3,1000.0,Regular
69182,2632,5,1000.0,Regular
41458,5024,8,1000.0,Regular
41075,1666,1,1000.0,High Potential
17236,6255,9,1000.0,Regular
27131,994,1,1000.0,High Potential
17309,1516,1,1000.0,High Potential
41603,4669,5,1000.0,Regular
54710,3623,5,1000.0,Regular
54454,783,1,1000.0,High Potential
24023,1517,1,1000.0,High Potential
53994,1517,1,1000.0,High Potential
24000,6698,5,1000.0,Regular
52860,1517,1,1000.0,High Potential
65977,2365,3,1000.0,Loyal
65652,3577,5,1000.0,Regular
24109,9028,2,1000.0,Regular
53533,2871,5,1000.0,Regular
49631,3969,5,1000.0,Regular
48648,3577,5,1000.0,Regular
49846,1517,1,1000.0,High Potential
18547,4436,17,1000.0,Regular
50689,1517,1,1000.0,High Potential
52405,3766,5,1000.0,Regular
25576,1517,1,1000.0,High Potential
67719,797,3,1000.0,Loyal
19717,8275,1,1000.0,Regular
71248,1901,5,1000.0,Champion
70575,2570,5,1000.0,Regular
57651,784,1,1000.0,High Potential
23149,9028,2,1000.0,Regular
18965,1869,6,1000.0,Champion
57710,3588,2,1000.0,Regular
21942,6635,1,1000.0,Regular
19560,4733,1,1000.0,Regular
23714,2988,1,1000.0,Regular
55350,1517,1,1000.0,High Potential
64952,3969,5,1000.0,Regular
19557,3969,3,1000.0,Regular
23656,3420,3,1000.0,Regular
59744,1517,1,1000.0,High Potential
19232,3696,1,1000.0,Regular
22035,1517,2,1000.0,High Potential
63799,3696,5,1000.0,Regular
63856,3386,5,1000.0,Regular
58360,3969,5,1000.0,Regular
58401,5220,2,1000.0,Regular
59255,3945,1,1000.0,Regular
57984,4796,1,1000.0,Regular
15479,8446,3,1000.0,Regular
65229,3458,5,1000.0,Regular
56826,3350,5,1000.0,Regular
62219,2356,5,1000.0,Champion
61741,3311,5,1000.0,Regular
22659,2540,5,1000.0,Regular
59826,3766,5,1000.0,Regular
22451,1517,1,1000.0,High Potential
22168,5160,2,1000.0,Regular
62334,1517,1,1000.0,High Potential
22797,8036,1,1000.0,Regular
60456,3415,5,1000.0,Regular
15253,2974,2,1000.0,Regular
77911,798,1,1000.0,High Potential
22526,3420,5,1000.0,Regular
18005,3116,1,1000.0,Regular
35099,4684,2,1000.0,Regular
19004,6993,1,1000.0,Regular
18118,999,2,1000.0,High Potential
75006,1474,5,1000.0,Champion
35543,4858,5,1000.0,Regular
75051,784,2,1000.0,High Potential
76870,1517,1,1000.0,High Potential
12708,1162,8,980.0,Champion
15073,1161,7,970.0,Champion
47251,7928,2,965.0,Regular
27629,7489,4,950.0,Regular
43079,2587,4,950.0,Regular
36040,4660,4,950.0,Regular
23278,6619,9,950.0,Regular
18195,8524,4,950.0,Regular
68206,1006,3,950.0,Loyal
36993,8079,5,950.0,Regular
17725,1517,8,940.0,Champion
37111,6180,4,931.0,Regular
13352,1160,5,925.0,Champion
12533,7609,8,900.0,Regular
12106,6628,3,900.0,Regular
16715,6635,9,900.0,Regular
66273,1517,3,900.0,Loyal
66105,1517,4,900.0,Champion
18392,6252,9,900.0,Regular
35602,6252,6,900.0,Regular
17875,789,24,900.0,Champion
75050,1475,3,900.0,Loyal
52336,1517,3,900.0,Loyal
44057,5751,4,900.0,Regular
66272,2969,3,900.0,Regular
74201,795,2,900.0,High Potential
54073,5157,4,900.0,Regular
16103,2245,15,900.0,Champion
22603,2257,3,900.0,Loyal
14465,6480,6,900.0,Regular
61197,1510,5,900.0,Champion
42147,6091,4,900.0,Regular
17625,6252,6,900.0,Regular
71161,1510,3,900.0,Loyal
42875,7348,4,900.0,Regular
22979,7286,4,900.0,Regular
74276,2256,1,888.0,High Potential
15039,1162,8,885.0,Champion
57056,3696,4,880.0,Regular
24188,3940,7,880.0,Regular
75864,785,4,875.0,Champion
16816,3711,8,875.0,Regular
13886,6252,5,875.0,Regular
20118,7356,8,870.0,Regular
74267,1517,3,850.0,Loyal
18747,1855,6,850.0,Champion
57788,797,3,850.0,Loyal
41264,5513,8,850.0,Regular
31017,2253,4,850.0,Champion
74938,918,4,850.0,Champion
40595,7939,6,850.0,Regular
67972,3056,4,850.0,Regular
42125,7113,6,850.0,Regular
65674,774,4,850.0,Champion
22238,2583,10,830.0,Regular
17590,994,5,825.0,Champion
66319,994,5,825.0,Champion
15270,3954,5,820.0,Regular
15779,4663,8,820.0,Regular
25505,3226,9,820.0,Regular
19179,1162,7,820.0,Champion
15107,1152,8,820.0,Champion
66588,935,1,808.0,High Potential
19468,2925,4,800.0,Regular
20439,3420,4,800.0,Regular
20471,2283,2,800.0,High Potential
74155,2008,4,800.0,Champion
20123,6880,3,800.0,Regular
12005,2511,4,800.0,Regular
73862,1538,4,800.0,Champion
73906,2000,4,800.0,Champion
63604,3766,2,800.0,Regular
63550,2920,5,800.0,Regular
59301,2330,4,800.0,Champion
59434,2169,4,800.0,Champion
59802,2358,2,800.0,High Potential
59521,2920,4,800.0,Regular
61081,2751,4,800.0,Regular
60810,1995,4,800.0,Champion
55043,732,4,800.0,Champion
42915,3239,4,800.0,Regular
43012,3623,4,800.0,Regular
72172,1629,2,800.0,High Potential
19821,7949,3,800.0,Regular
20034,3431,4,800.0,Regular
12656,6971,3,800.0,Regular
63761,4079,4,800.0,Regular
70996,2365,4,800.0,Champion
71567,2653,4,800.0,Regular
14525,3442,4,800.0,Regular
64630,3969,4,800.0,Regular
65059,3288,4,800.0,Regular
65143,2728,2,800.0,Regular
65243,3009,4,800.0,Regular
65276,3623,4,800.0,Regular
17468,5527,4,800.0,Regular
68921,2269,4,800.0,Champion
41661,4064,4,800.0,Regular
63919,3969,4,800.0,Regular
14853,2966,6,800.0,Regular
61026,2736,4,800.0,Regular
61071,3268,4,800.0,Regular
60343,3766,4,800.0,Regular
40463,6454,3,800.0,Regular
19164,7518,4,800.0,Regular
60321,4157,4,800.0,Regular
57366,2204,4,800.0,Champion
15347,8454,4,800.0,Regular
65888,3086,4,800.0,Regular
16932,8191,4,800.0,Regular
65953,2156,4,800.0,Champion
16624,3324,4,800.0,Regular
44297,5852,5,800.0,Regular
18804,2632,4,800.0,Regular
18824,2630,4,800.0,Regular
53537,4157,4,800.0,Regular
53711,3623,4,800.0,Regular
16259,4501,4,800.0,Regular
50531,5892,5,800.0,Regular
20916,3352,11,800.0,Regular
68205,738,4,800.0,Champion
55418,3093,2,800.0,Regular
55293,1517,2,800.0,High Potential
65764,2540,4,800.0,Regular
67137,2569,2,800.0,Regular
67087,3087,2,800.0,Regular
25578,1629,4,800.0,Champion
35730,6991,7,800.0,Regular
35724,5348,11,800.0,Regular
75934,1652,4,800.0,Champion
48736,2336,4,800.0,Champion
21106,3108,4,800.0,Regular
67639,3094,4,800.0,Regular
21093,1287,2,800.0,High Potential
13493,8811,2,800.0,Regular
48639,1287,2,800.0,High Potential
67160,2906,4,800.0,Regular
72666,1999,4,800.0,Champion
30079,1657,2,800.0,High Potential
30934,1517,7,800.0,Champion
31084,4436,9,800.0,Regular
35609,4157,12,800.0,Regular
75863,1159,2,800.0,High Potential
15902,3238,16,795.0,Regular
17094,1511,10,783.0,Champion
19081,2609,7,780.0,Regular
66934,2722,6,780.0,Regular
41764,5024,8,775.0,Regular
15381,5893,10,775.0,Regular
40544,1532,6,775.0,Champion
15177,5892,11,775.0,Regular
49556,5047,4,770.1,Regular
18014,6983,8,770.0,Regular
28124,3700,12,770.0,Regular
48208,6252,3,750.0,Regular
13553,8736,2,750.0,Regular
16947,6174,12,750.0,Regular
16499,4765,16,750.0,Regular
21614,1853,11,750.0,Champion
49407,5348,4,750.0,Regular
35807,8736,2,750.0,Regular
49351,1138,2,750.0,High Potential
13339,8091,4,750.0,Regular
44172,2997,5,750.0,Regular
33313,2600,1,750.0,Regular
68100,2246,4,750.0,Champion
23087,7662,5,750.0,Regular
41775,3697,7,750.0,Regular
17502,4417,3,750.0,Regular
61739,1510,4,750.0,Champion
18141,999,1,750.0,High Potential
17333,7349,5,750.0,Regular
18860,4858,8,750.0,Regular
43517,5501,2,750.0,Regular
64857,2603,1,750.0,Regular
44134,1517,2,750.0,High Potential
16238,3340,5,750.0,Regular
12567,8736,2,750.0,Regular
20520,8448,3,750.0,Regular
15129,5522,6,750.0,Regular
27499,5138,2,750.0,Regular
15674,8315,4,750.0,Regular
18576,7349,6,750.0,Regular
35413,6257,2,750.0,Regular
74626,994,1,750.0,High Potential
47937,6118,2,750.0,Regular
17643,3660,15,740.0,Regular
15567,3956,5,740.0,Regular
51089,2989,4,730.0,Regular
14960,5713,4,730.0,Regular
16116,1532,7,720.0,Champion
20530,3702,14,712.0,Regular
21587,2892,4,700.0,Regular
25738,4710,6,700.0,Regular
35962,6958,6,700.0,Regular
49468,2273,4,700.0,Champion
16084,6587,8,700.0,Regular
14699,5348,5,700.0,Regular
40151,4684,1,700.0,Regular
61229,4157,2,700.0,Regular
15236,1141,3,700.0,Loyal
27667,4998,3,700.0,Regular
14197,8012,4,700.0,Regular
64652,1198,4,700.0,Champion
14831,6830,5,700.0,Regular
13829,4799,5,700.0,Regular
51544,4290,4,700.0,Regular
25838,1517,7,700.0,Champion
18817,8086,4,700.0,Regular
24804,784,6,700.0,Champion
19705,2994,4,700.0,Regular
23415,6490,5,700.0,Regular
54335,994,2,700.0,High Potential
25880,1517,2,700.0,High Potential
48196,6619,3,700.0,Regular
51519,4684,1,700.0,Regular
12350,6630,6,700.0,Regular
67850,1510,4,700.0,Champion
15175,8166,4,700.0,Regular
17771,2611,3,700.0,Regular
28112,8667,3,700.0,Regular
18402,4792,3,700.0,Regular
17413,7286,7,700.0,Regular
15645,8450,4,700.0,Regular
27094,1517,4,700.0,Champion
12935,1506,6,700.0,Champion
43275,7679,2,700.0,Regular
23737,783,4,700.0,Champion
16206,3940,5,700.0,Regular
40541,4684,1,700.0,Regular
71991,1510,4,700.0,Champion
17169,3960,6,700.0,Regular
42834,1517,2,700.0,High Potential
18873,4625,4,700.0,Regular
40745,5873,6,700.0,Regular
40953,6983,8,700.0,Regular
23162,7286,6,700.0,Regular
14202,7939,8,700.0,Regular
12104,1159,9,685.0,Champion
22400,1517,5,680.0,Champion
39495,7113,1,660.0,Regular
16650,1517,4,650.0,Champion
35858,7113,4,650.0,Regular
13646,6819,3,650.0,Regular
18400,7715,4,650.0,Regular
55379,746,2,650.0,High Potential
26513,5167,7,650.0,Regular
51245,4535,3,650.0,Regular
24413,1517,3,650.0,Loyal
53945,5304,2,650.0,Regular
15386,8387,3,650.0,Regular
41043,5527,3,650.0,Regular
54152,4023,3,650.0,Regular
22922,2878,7,650.0,Regular
15507,5167,9,650.0,Regular
27469,8085,4,650.0,Regular
27231,6115,3,650.0,Regular
40598,6801,4,650.0,Regular
15147,6361,3,650.0,Regular
37661,5842,6,650.0,Regular
20452,6629,6,650.0,Regular
15076,5892,11,630.0,Regular
20523,6620,8,625.0,Regular
15261,4061,9,625.0,Regular
16962,3700,5,620.0,Regular
18189,4722,8,620.0,Regular
12093,1889,3,600.0,Loyal
15700,8434,3,600.0,Regular
77191,1289,1,600.0,Regular
47654,6801,4,600.0,Regular
47505,3296,3,600.0,Regular
44290,4290,3,600.0,Regular
56981,3921,3,600.0,Regular
57013,4290,3,600.0,Regular
57157,2273,3,600.0,Loyal
33026,4290,3,600.0,Regular
57284,3086,3,600.0,Regular
74334,1421,3,600.0,Loyal
75991,922,1,600.0,Regular
75831,1440,3,600.0,Loyal
75596,773,2,600.0,Regular
75571,1536,3,600.0,Loyal
75569,1536,3,600.0,Loyal
35722,4290,3,600.0,Regular
35698,7722,4,600.0,Regular
43979,7363,4,600.0,Regular
16831,7335,6,600.0,Regular
18504,3766,1,600.0,Regular
19610,4843,7,600.0,Regular
14179,8811,2,600.0,Regular
16535,4079,3,600.0,Regular
44121,4792,3,600.0,Regular
74838,1229,1,600.0,Regular
65735,3911,3,600.0,Regular
65898,3623,3,600.0,Regular
65961,3623,3,600.0,Regular
66076,3969,3,600.0,Regular
66171,2378,3,600.0,Loyal
15734,2989,3,600.0,Regular
28101,9157,2,600.0,Regular
12505,8446,3,600.0,Regular
16351,8650,3,600.0,Regular
64872,1517,3,600.0,Loyal
19530,2540,3,600.0,Regular
21503,1517,2,600.0,Regular
21490,4733,1,600.0,Regular
15730,5807,2,600.0,Regular
16764,8079,7,600.0,Regular
72707,1469,3,600.0,Loyal
39115,6819,6,600.0,Regular
15371,8422,3,600.0,Regular
58978,4079,3,600.0,Regular
64737,4157,1,600.0,Regular
64680,3577,1,600.0,Regular
64580,3766,3,600.0,Regular
50309,3969,3,600.0,Regular
49872,2280,6,600.0,Loyal
48652,2910,3,600.0,Regular
64489,4157,1,600.0,Regular
18255,8446,3,600.0,Regular
17632,8650,3,600.0,Regular
40348,6630,6,600.0,Regular
43932,4290,3,600.0,Regular
40277,8211,5,600.0,Regular
65083,3623,3,600.0,Regular
66592,2722,1,600.0,Regular
14381,5478,2,600.0,Regular
64375,2174,3,600.0,Loyal
22009,742,3,600.0,Loyal
21996,4157,1,600.0,Regular
67119,2724,3,600.0,Regular
66857,3080,1,600.0,Regular
66824,3420,1,600.0,Regular
66693,2339,3,600.0,Loyal
66600,1517,1,600.0,Regular
26270,5390,7,600.0,Regular
26120,6252,5,600.0,Regular
64184,3088,1,600.0,Regular
64020,994,2,600.0,Regular
14935,4157,3,600.0,Regular
16338,7181,6,600.0,Regular
67666,1627,3,600.0,Loyal
21403,7718,6,600.0,Regular
54110,4417,3,600.0,Regular
54548,2538,3,600.0,Regular
54336,1447,3,600.0,Loyal
54253,2386,3,600.0,Loyal
22816,4792,3,600.0,Regular
22675,2189,3,600.0,Loyal
42967,4157,3,600.0,Regular
67207,2995,1,600.0,Regular
67191,3098,3,600.0,Regular
63708,2265,3,600.0,Loyal
63531,2601,4,600.0,Regular
60153,3098,3,600.0,Regular
18214,3697,7,600.0,Regular
66593,3088,1,600.0,Regular
63316,4290,3,600.0,Regular
51587,3969,3,600.0,Regular
63513,3969,3,600.0,Regular
68061,3311,3,600.0,Regular
40643,6847,4,600.0,Regular
71145,2605,2,600.0,Regular
42624,7713,2,600.0,Regular
68005,919,1,600.0,Regular
71650,2540,3,600.0,Regular
71666,2724,3,600.0,Regular
71473,923,1,600.0,Regular
71516,2540,3,600.0,Regular
13114,8450,3,600.0,Regular
22546,1807,3,600.0,Loyal
60532,2630,3,600.0,Regular
40661,1545,3,600.0,Loyal
60285,3969,3,600.0,Regular
71269,2352,3,600.0,Loyal
67879,891,3,600.0,Loyal
40905,8330,3,600.0,Regular
42224,4426,2,600.0,Regular
27040,2540,3,600.0,Regular
26908,6174,4,600.0,Regular
67835,3248,3,600.0,Regular
62965,3766,3,600.0,Regular
24076,2892,3,600.0,Regular
22200,2905,3,600.0,Regular
19430,4290,3,600.0,Regular
62828,3623,3,600.0,Regular
62182,2210,3,600.0,Loyal
71131,2315,3,600.0,Loyal
71108,1177,3,600.0,Loyal
71045,1427,3,600.0,Loyal
70843,2903,3,600.0,Regular
70714,2730,3,600.0,Regular
62161,1210,1,600.0,Regular
68814,2352,3,600.0,Loyal
13259,4442,3,600.0,Regular
42208,1517,4,600.0,Loyal
41960,5348,3,600.0,Regular
41952,4290,3,600.0,Regular
41651,4290,3,600.0,Regular
61908,3623,3,600.0,Regular
61856,1504,3,600.0,Loyal
24055,3623,3,600.0,Regular
16187,3445,3,600.0,Regular
16137,5956,2,600.0,Regular
61207,2898,3,600.0,Regular
70627,2282,3,600.0,Loyal
69228,3093,1,600.0,Regular
33024,7957,6,600.0,Regular
78246,887,1,600.0,Regular
77838,806,3,600.0,Loyal
77468,879,3,600.0,Loyal
15622,7715,3,600.0,Regular
12327,8315,2,600.0,Regular
65647,4079,3,600.0,Regular
65339,2192,3,600.0,Loyal
35623,8086,3,600.0,Regular
75478,1097,3,600.0,Loyal
80076,903,1,600.0,Regular
18120,6377,6,600.0,Regular
23219,4079,3,600.0,Regular
23105,4157,3,600.0,Regular
15605,1166,18,585.0,Loyal
17107,3940,11,580.0,Regular
18105,4733,8,575.0,Regular
19790,1450,2,575.0,Regular
17928,2608,3,575.0,Regular
77248,1093,3,575.0,Loyal
15412,1541,10,565.0,Loyal
18707,2974,7,560.0,Regular
69225,1517,2,560.0,Regular
15058,6983,3,550.0,Regular
18531,7620,8,550.0,Regular
20782,6173,6,550.0,Regular
22283,6619,6,550.0,Regular
13378,8825,2,550.0,Regular
41035,5230,5,550.0,Regular
38640,6983,5,550.0,Regular
54485,777,3,550.0,Loyal
19718,4065,10,550.0,Regular
71952,994,2,550.0,Regular
17649,4793,2,550.0,Regular
23544,3711,6,550.0,Regular
64214,999,2,550.0,Regular
19245,1533,3,550.0,Loyal
40514,5034,7,550.0,Regular
13509,6559,5,550.0,Regular
16588,5157,7,550.0,Regular
16579,7260,5,550.0,Regular
18475,4792,12,550.0,Regular
15524,6490,2,550.0,Regular
25497,3330,3,550.0,Regular
21661,4625,4,550.0,Regular
15584,3331,7,550.0,Regular
16860,6958,5,550.0,Regular
30093,1138,2,550.0,Regular
15537,4064,10,550.0,Regular
56605,4775,3,550.0,Regular
20814,4936,12,540.0,Regular
40628,7944,3,530.0,Regular
66879,1510,5,525.0,Loyal
40525,7949,4,525.0,Regular
18175,7348,6,525.0,Regular
24491,6986,7,525.0,Regular
12137,8827,3,525.0,Regular
15269,6847,11,520.0,Regular
16809,1531,7,520.0,Loyal
48403,2248,1,505.0,Regular
31069,1517,1,500.0,Regular
12249,5298,1,500.0,Regular
79065,994,1,500.0,Regular
12194,7349,2,500.0,Regular
47868,5389,4,500.0,Regular
69265,1517,1,500.0,Regular
12342,5958,2,500.0,Regular
56823,5157,1,500.0,Regular
31992,6880,6,500.0,Regular
61341,1517,1,500.0,Regular
70464,1517,1,500.0,Regular
69287,1000,1,500.0,Regular
35660,4660,1,500.0,Regular
76100,1517,1,500.0,Regular
20155,6412,1,500.0,Regular
35688,8812,2,500.0,Regular
57333,784,1,500.0,Regular
68638,3760,1,500.0,Regular
68542,775,1,500.0,Regular
68323,1517,1,500.0,Regular
27139,6124,1,500.0,Regular
18369,7379,1,500.0,Regular
14973,5522,4,500.0,Regular
18801,3702,12,500.0,Regular
24195,8205,4,500.0,Regular
62490,994,1,500.0,Regular
62497,795,1,500.0,Regular
19466,999,3,500.0,Loyal
19268,3714,1,500.0,Regular
17424,995,1,500.0,Regular
41375,3977,1,500.0,Regular
69201,1517,1,500.0,Regular
53307,1517,1,500.0,Regular
27225,8104,1,500.0,Regular
13153,8288,1,500.0,Regular
13116,7342,4,500.0,Regular
41485,6255,5,500.0,Regular
17341,8288,1,500.0,Regular
41117,5765,4,500.0,Regular
17511,2874,9,500.0,Regular
27249,8260,5,500.0,Regular
18257,3340,1,500.0,Regular
13226,4436,4,500.0,Regular
42346,4430,1,500.0,Regular
41716,8411,2,500.0,Regular
42174,8079,2,500.0,Regular
42056,2591,1,500.0,Regular
68846,1517,1,500.0,Regular
42263,7335,7,500.0,Regular
23109,1517,2,500.0,Regular
30620,6446,5,500.0,Regular
76490,1517,1,500.0,Regular
38441,6986,1,500.0,Regular
42589,9108,1,500.0,Regular
13369,7356,2,500.0,Regular
63125,1510,3,500.0,Loyal
20056,8111,1,500.0,Regular
40625,5034,4,500.0,Regular
51090,2282,2,500.0,Regular
50746,6927,1,500.0,Regular
43197,7356,2,500.0,Regular
26171,7348,1,500.0,Regular
54749,6265,1,500.0,Regular
16199,5166,1,500.0,Regular
14755,6762,1,500.0,Regular
54577,1517,1,500.0,Regular
54559,1517,1,500.0,Regular
54162,1517,1,500.0,Regular
71410,1517,1,500.0,Regular
60838,1517,1,500.0,Regular
12992,8330,3,500.0,Regular
15336,897,1,500.0,Regular
13095,6446,5,500.0,Regular
27810,4684,1,500.0,Regular
15912,8131,3,500.0,Regular
42557,2615,1,500.0,Regular
42471,1517,4,500.0,Loyal
40794,7944,5,500.0,Regular
40810,9024,1,500.0,Regular
40897,1517,3,500.0,Loyal
42475,7585,4,500.0,Regular
16478,5163,3,500.0,Regular
43636,3330,1,500.0,Regular
43635,3682,1,500.0,Regular
17610,1517,1,500.0,Regular
40378,4641,2,500.0,Regular
23240,3346,5,500.0,Regular
23414,2273,4,500.0,Loyal
19024,1517,1,500.0,Regular
59742,775,1,500.0,Regular
54827,5160,5,500.0,Regular
72344,1517,1,500.0,Regular
15844,1874,5,500.0,Loyal
21997,1517,1,500.0,Regular
67083,1517,1,500.0,Regular
18556,6950,5,500.0,Regular
72173,1517,1,500.0,Regular
16196,8288,1,500.0,Regular
15416,7713,5,500.0,Regular
55395,4436,1,500.0,Regular
55442,5034,1,500.0,Regular
55225,4799,5,500.0,Regular
15894,2966,1,500.0,Regular
58506,2610,5,500.0,Regular
13890,7348,5,500.0,Regular
12777,9195,1,500.0,Regular
58912,5891,1,500.0,Regular
48840,6619,2,500.0,Regular
16939,8797,1,500.0,Regular
12652,4436,1,500.0,Regular
58347,775,1,500.0,Regular
16977,4793,4,500.0,Regular
19936,4722,1,500.0,Regular
28126,5759,1,500.0,Regular
58001,1517,1,500.0,Regular
66284,2576,2,500.0,Regular
64983,1517,1,500.0,Regular
65032,1517,1,500.0,Regular
65144,1517,1,500.0,Regular
48079,5024,2,500.0,Regular
74965,1870,1,500.0,Regular
16776,5164,3,500.0,Regular
25941,7356,4,500.0,Regular
75622,1848,1,500.0,Regular
20455,7718,6,500.0,Regular
43651,1517,1,500.0,Regular
43675,1517,1,500.0,Regular
21478,4722,1,500.0,Regular
65940,780,1,500.0,Regular
74591,803,1,500.0,Regular
17861,9175,1,500.0,Regular
74583,1517,1,500.0,Regular
75660,1861,1,500.0,Regular
35821,5548,1,500.0,Regular
16933,8454,1,500.0,Regular
19552,5530,5,500.0,Regular
16910,5164,9,500.0,Regular
14187,9182,1,500.0,Regular
47545,7294,1,500.0,Regular
18900,5528,3,500.0,Regular
57235,1517,1,500.0,Regular
77326,994,1,500.0,Regular
15688,9276,2,500.0,Regular
81096,798,1,500.0,Regular
12053,8111,3,500.0,Regular
16774,6983,8,480.0,Regular
13937,9048,4,480.0,Regular
19486,784,3,475.0,Loyal
19690,3575,3,475.0,Regular
65516,995,2,475.0,Regular
22116,6927,8,475.0,Regular
13206,4064,11,475.0,Regular
72346,1138,2,463.0,Regular
17156,6257,9,460.0,Regular
42640,2997,3,460.0,Regular
20415,3109,3,460.0,Regular
42848,5530,3,450.0,Regular
21938,6489,5,450.0,Regular
14175,8315,2,450.0,Regular
63787,994,2,450.0,Regular
50587,6115,2,450.0,Regular
25674,7840,3,450.0,Regular
52653,3336,2,450.0,Regular
17143,6986,5,450.0,Regular
18220,7260,4,450.0,Regular
27057,7713,4,450.0,Regular
17277,2974,5,450.0,Regular
17242,5891,2,450.0,Regular
12604,5164,8,450.0,Regular
41610,3623,4,450.0,Regular
18751,4733,6,450.0,Regular
22468,7348,3,450.0,Regular
15287,8450,3,450.0,Regular
71398,1517,2,450.0,Regular
54529,4426,3,450.0,Regular
37025,5390,4,450.0,Regular
18156,7718,2,450.0,Regular
40557,4429,6,450.0,Regular
40365,4442,3,450.0,Regular
19089,2976,5,450.0,Regular
23679,5167,3,450.0,Regular
72570,771,2,450.0,Regular
58545,2246,3,450.0,Loyal
43130,5158,10,450.0,Regular
15708,7379,3,450.0,Regular
76766,1453,2,450.0,Regular
18028,6983,5,450.0,Regular
50336,797,2,425.0,Regular
74600,1176,4,425.0,Loyal
14962,5159,6,425.0,Regular
15316,6927,13,405.0,Regular
17346,3351,5,405.0,Regular
43958,3452,2,400.0,Regular
25821,6983,4,400.0,Regular
74507,2295,2,400.0,Regular
65675,994,2,400.0,Regular
43709,4442,2,400.0,Regular
13666,9339,1,400.0,Regular
65752,3623,2,400.0,Regular
16728,6619,4,400.0,Regular
44220,4079,2,400.0,Regular
44159,3623,2,400.0,Regular
65047,3268,2,400.0,Regular
65041,3360,2,400.0,Regular
65034,4079,2,400.0,Regular
64996,4079,2,400.0,Regular
25441,2296,2,400.0,Regular
64831,2147,2,400.0,Regular
66408,3455,2,400.0,Regular
66299,2147,2,400.0,Regular
19506,2352,2,400.0,Regular
19474,2175,2,400.0,Regular
64608,1534,2,400.0,Regular
64553,4442,2,400.0,Regular
49758,3969,2,400.0,Regular
49334,4535,2,400.0,Regular
48765,6489,2,400.0,Regular
48663,2178,2,400.0,Regular
14523,7671,2,400.0,Regular
43520,4079,2,400.0,Regular
43537,2153,2,400.0,Regular
26834,9339,1,400.0,Regular
26690,3283,2,400.0,Regular
66570,3360,2,400.0,Regular
66419,2993,3,400.0,Regular
64275,3827,2,400.0,Regular
64260,4064,2,400.0,Regular
16267,3282,2,400.0,Regular
25037,4733,1,400.0,Regular
14638,7349,2,400.0,Regular
22061,5842,3,400.0,Regular
67167,3015,2,400.0,Regular
